gx,gy,gz,acx,acy,acz
29.72,11.35,18.86,0.27,-0.99,0.29
21.85,-32.53,-7.32,0.12,-0.78,0.38
-18.8,-86.12,23.68,0.24,-1.08,0.26
18.74,48.22,60.06,0.23,-0.93,0.22
38.39,-109.86,56.7,-0.06,-0.7,0.63
-20.32,-55.18,-37.54,0.06,-0.88,0.3
21.73,-74.46,63.72,0.08,-0.92,0.43
-24.05,16.6,-4.39,0.02,-0.93,0.33
21.91,-30.15,22.28,0.08,-0.88,0.27
11.96,-90.39,51.21,0.03,-1.15,0.4
-3.91,-30.94,47.55,0.04,-1.05,0.53
-36.01,-41.14,27.4,0,-0.78,0.33
-28.38,26.49,-2.26,0.05,-0.77,0.24
36.32,-9.52,-35.95,0.07,-0.79,0.35
49.07,-64.39,-43.76,0.06,-0.95,0.57
23.56,19.71,-20.51,0.02,-1.08,0.57
-13.37,3.66,22.58,0.13,-0.9,0.44
-24.84,-42.79,47.24,0.18,-0.98,0.32
-39.25,-56.4,42.79,-0.01,-0.93,0.23
0.31,68.85,62.32,0.16,-0.93,0.27
49.87,-89.78,-32.29,-0.1,-0.88,0.68
-14.89,70.01,-57.74,0,-0.97,0.41
16.72,37.72,-26.55,0.24,-0.75,0.33
51.33,-67.57,-39.18,0.23,-1.3,0.57
-33.02,5.25,89.66,0.09,-0.9,0.37
-58.35,-51.45,37.84,0.11,-1.03,0.34
-50.78,28.99,39.79,0.05,-0.88,0.19
-12.21,51.39,43.52,0.15,-0.96,0.27
40.28,-35.89,-32.65,0.07,-1.11,0.39
43.09,-61.71,-51.45,-0.05,-0.73,0.49
-3.3,33.94,-50.66,-0.07,-0.93,0.4
-7.69,154.79,-25.39,0.19,-0.79,0.33
27.89,-46.88,-15.08,0.22,-0.83,0.45
-3.91,5.49,13.79,0.06,-0.87,0.54
-36.56,-18.43,52.67,0.11,-0.99,0.37
-31.13,25.02,32.96,0.07,-0.78,0.24
3.23,31.74,39.55,0.13,-0.96,0.3
45.84,-59.94,-24.35,0.07,-1.08,0.47
34.3,-27.4,-30.4,-0.13,-0.66,0.45
-7.39,52.19,-49.74,-0.02,-0.97,0.39
-8.12,128.72,-42.54,0.16,-0.74,0.27
34.91,-34.85,-35.95,0.23,-0.77,0.43
26.98,-90.15,-25.15,0.08,-1.46,0.65
-33.94,12.57,88.81,0.01,-0.78,0.37
-64.21,-6.84,83.44,0.17,-1.17,0.34
-53.04,0.73,55.05,0.03,-0.87,0.2
-10.68,17.46,36.32,0.1,-0.88,0.24
40.77,-26.92,-52.37,0.12,-1.01,0.35
69.46,-73.06,-69.64,-0.02,-0.76,0.59
20.32,-1.04,-47.18,-0.09,-1.02,0.43
-15.44,164.49,-36.19,0.12,-0.77,0.3
21.3,5.19,-13.79,0.27,-0.78,0.41
17.76,-82.82,0.06,0.01,-1.31,0.57
-23.56,4.88,80.02,0.04,-0.82,0.39
-37.05,-34.06,56.15,0.21,-1.03,0.34
-45.41,-50.54,11.23,0.02,-0.94,0.23
-21.67,67.75,47.73,0.06,-0.88,0.22
24.72,-23.62,-5.31,0.19,-0.93,0.35
59.88,-81.3,-41.32,-0.06,-0.89,0.56
0.49,42.6,-47.18,-0.01,-1,0.36
-4.15,141.36,-64.27,0.13,-0.8,0.29
32.04,-22.4,-29.17,0.22,-0.83,0.44
23.86,-62.13,-5,0.09,-1.35,0.61
-39.25,-5.98,83.62,0.05,-0.83,0.37
-62.56,-40.53,51.33,0.14,-1.13,0.33
-59.51,10.31,44.62,0.03,-0.89,0.19
-16.3,52.92,54.69,0.1,-0.93,0.23
60.61,-61.83,-69.4,0.08,-1.12,0.47
67.69,-48.58,-75.81,-0.09,-0.71,0.5
8.36,36.99,-72.14,-0.06,-0.99,0.46
-3.11,143.07,-22.09,0.19,-0.77,0.35
19.17,-38.76,6.65,0.16,-0.8,0.44
15.2,-39.37,19.9,0.08,-1.32,0.61
-28.69,-34.55,83.13,0.01,-0.79,0.39
-41.87,-33.51,48.46,0.15,-1.09,0.35
-44.37,-15.75,19.59,0.01,-0.86,0.21
-18.86,49.19,46.45,0.07,-0.9,0.21
36.5,-2.81,-25.27,0.16,-1.02,0.33
71.04,-58.11,-74.4,-0.04,-0.77,0.63
12.33,13.31,-50.54,-0.06,-1.02,0.35
-27.1,173.46,-37.96,0.06,-0.83,0.3
12.21,72.69,-5.37,0.3,-0.78,0.36
47.24,-91.31,-29.11,0.19,-1.11,0.51
-10.25,-36.68,14.1,-0.06,-0.79,0.45
-53.53,1.16,75.38,0.14,-1.16,0.39
-70.43,18.37,56.82,0.05,-0.98,0.26
-37.35,29.54,69.34,0.1,-0.85,0.22
9.95,0.79,-1.83,0.1,-0.79,0.29
91.55,-30.88,-113.53,0.18,-1.18,0.55
53.47,-80.02,-58.9,-0.13,-0.97,0.41
-8.54,118.23,-30.64,0.03,-0.89,0.42
-5.74,75.44,-5.49,0.29,-0.76,0.32
20.51,-47.18,-0.98,0.15,-0.9,0.44
11.23,-42.11,17.09,0.07,-1.3,0.53
-25.02,-36.44,75.38,0.05,-0.81,0.36
-39,-47.55,31.25,0.17,-1.11,0.33
-51.64,-36.93,10.8,0.02,-0.88,0.2
-22.22,77.64,60.91,0.08,-0.9,0.2
38.02,-32.96,-57.07,0.16,-0.97,0.36
59.88,-66.28,-72.27,-0.13,-0.67,0.61
-3.54,1.46,-34.91,-0.08,-1.01,0.41
-29.17,154.91,1.1,0.13,-0.75,0.27
10.86,1.46,27.89,0.15,-0.74,0.36
37.11,-80.87,4.39,0.06,-0.87,0.53
-7.93,-54.14,-2.87,-0.03,-1.13,0.56
-44.37,-2.32,60.97,0.04,-0.94,0.37
-53.47,-55.6,11.66,0.11,-1.02,0.31
-43.52,36.07,56.21,-0.01,-0.84,0.2
11.29,57.8,44.19,0.17,-0.82,0.36
73.73,-82.82,-49.07,0.01,-1.14,0.6
42.3,-23.74,-47.67,-0.12,-0.78,0.43
-13.31,69.21,-58.17,-0.04,-1.03,0.46
-8.73,150.02,-0.31,0.16,-0.75,0.23
35.1,-32.17,13.18,0.18,-0.82,0.38
47.67,-59.94,-2.26,0.03,-1.14,0.58
8.79,-33.08,-0.12,0.04,-0.92,0.48
-26.43,-4.88,16.85,0.12,-0.93,0.35
-39.12,-35.16,7.39,0.23,-1.1,0.25
-44.86,-35.71,13.67,0.08,-0.95,0.18
-8.18,36.13,50.6,0.19,-0.89,0.16
42.18,-64.15,28.75,0.19,-1.02,0.2
79.1,-143.74,37.41,0.17,-1.05,0.34
67.69,-158.26,96.01,-0.06,-0.89,0.27
-7.02,-116.94,15.81,-0.09,-0.97,0.4
-1.59,-56.15,20.2,0.31,-0.91,0.06
7.2,-50.96,24.6,0.31,-0.9,0.3
9.52,-82.46,37.96,0.27,-0.87,0.22
28.87,-54.63,27.04,0.34,-0.87,0.37
57.01,-30.94,11.78,0.45,-0.79,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
